case:concept:name,concept:name,time:timestamp
188917,W_Afhandelen leads-SCHEDULE,2011-11-25 08:56:37
188917,W_Afhandelen leads-START,2011-11-25 09:12:12
188917,W_Afhandelen leads-COMPLETE,2011-11-25 09:23:38
181291,W_Afhandelen leads-SCHEDULE,2011-11-01 12:28:18
181291,W_Afhandelen leads-START,2011-11-01 13:28:52
181291,W_Completeren aanvraag-SCHEDULE,2011-11-01 13:29:54
181291,W_Afhandelen leads-COMPLETE,2011-11-01 13:29:56
181291,W_Completeren aanvraag-START,2011-11-01 13:47:33
181291,W_Completeren aanvraag-COMPLETE,2011-11-01 13:50:13
181291,W_Completeren aanvraag-START,2011-11-01 13:50:19
181291,W_Completeren aanvraag-COMPLETE,2011-11-01 13:52:32
181291,W_Completeren aanvraag-START,2011-11-01 17:41:31
181291,W_Completeren aanvraag-COMPLETE,2011-11-01 17:43:58
181291,W_Completeren aanvraag-START,2011-11-07 08:21:41
181291,W_Completeren aanvraag-COMPLETE,2011-11-07 08:23:15
181291,W_Completeren aanvraag-START,2011-11-08 08:25:16
181291,W_Completeren aanvraag-COMPLETE,2011-11-08 08:27:24
181291,W_Completeren aanvraag-START,2011-11-08 14:08:11
181291,W_Completeren aanvraag-COMPLETE,2011-11-08 14:10:25
181291,W_Completeren aanvraag-START,2011-11-08 14:31:24
181291,W_Completeren aanvraag-COMPLETE,2011-11-08 14:31:43
181291,W_Completeren aanvraag-START,2011-11-08 18:10:59
181291,W_Completeren aanvraag-COMPLETE,2011-11-08 18:11:39
181291,W_Completeren aanvraag-START,2011-11-09 18:51:54
181291,W_Completeren aanvraag-COMPLETE,2011-11-09 18:58:20
181291,W_Completeren aanvraag-START,2011-11-09 18:58:48
181291,W_Completeren aanvraag-COMPLETE,2011-11-09 19:01:27
194538,W_Afhandelen leads-SCHEDULE,2011-12-19 18:14:49
194538,W_Afhandelen leads-START,2011-12-19 18:15:46
194538,W_Afhandelen leads-COMPLETE,2011-12-19 18:16:38
174039,W_Completeren aanvraag-SCHEDULE,2011-10-03 10:10:16
174039,W_Completeren aanvraag-START,2011-10-03 12:16:11
174039,W_Completeren aanvraag-COMPLETE,2011-10-03 12:20:03
174039,W_Completeren aanvraag-START,2011-10-04 07:51:49
174039,W_Completeren aanvraag-COMPLETE,2011-10-04 07:54:41
174039,W_Completeren aanvraag-START,2011-10-04 11:37:45
174039,W_Completeren aanvraag-COMPLETE,2011-10-04 11:38:58
174039,W_Completeren aanvraag-START,2011-10-04 14:06:52
174039,W_Completeren aanvraag-COMPLETE,2011-10-04 14:07:00
174039,W_Completeren aanvraag-START,2011-10-04 16:18:22
174039,W_Completeren aanvraag-COMPLETE,2011-10-04 16:22:01
174039,W_Completeren aanvraag-START,2011-10-05 15:55:15
174039,W_Completeren aanvraag-COMPLETE,2011-10-05 15:59:07
174039,W_Completeren aanvraag-START,2011-10-06 07:52:00
174039,W_Completeren aanvraag-COMPLETE,2011-10-06 07:52:54
174039,W_Completeren aanvraag-START,2011-10-06 07:55:12
174039,W_Completeren aanvraag-COMPLETE,2011-10-06 07:55:55
174039,W_Completeren aanvraag-START,2011-10-06 18:47:35
174039,W_Completeren aanvraag-COMPLETE,2011-10-06 18:48:48
174039,W_Completeren aanvraag-START,2011-10-07 16:28:36
174039,W_Completeren aanvraag-COMPLETE,2011-10-07 16:29:51
174039,W_Completeren aanvraag-START,2011-10-08 08:46:30
174039,W_Completeren aanvraag-COMPLETE,2011-10-08 08:47:56
174039,W_Completeren aanvraag-START,2011-10-08 12:31:59
174039,W_Completeren aanvraag-COMPLETE,2011-10-08 12:34:40
174039,W_Completeren aanvraag-START,2011-10-10 10:03:27
174039,W_Nabellen offertes-SCHEDULE,2011-10-10 10:12:08
174039,W_Completeren aanvraag-COMPLETE,2011-10-10 10:12:11
174039,W_Nabellen offertes-START,2011-10-17 16:26:22
174039,W_Nabellen offertes-COMPLETE,2011-10-17 16:30:31
174039,W_Nabellen offertes-START,2011-10-19 08:43:58
174039,W_Nabellen offertes-COMPLETE,2011-10-19 08:45:29
174039,W_Nabellen offertes-START,2011-10-21 07:33:34
174039,W_Valideren aanvraag-SCHEDULE,2011-10-21 07:33:54
174039,W_Nabellen offertes-COMPLETE,2011-10-21 07:33:55
174039,W_Valideren aanvraag-COMPLETE,2011-10-27 08:01:40
193008,W_Completeren aanvraag-SCHEDULE,2011-12-12 16:15:19
193008,W_Completeren aanvraag-START,2011-12-12 16:15:47
193008,W_Nabellen offertes-SCHEDULE,2011-12-12 16:32:03
193008,W_Completeren aanvraag-COMPLETE,2011-12-12 16:32:04
193008,W_Nabellen offertes-START,2011-12-12 16:32:30
193008,W_Nabellen offertes-COMPLETE,2011-12-12 16:34:55
193008,W_Nabellen offertes-START,2011-12-17 11:06:42
193008,W_Nabellen offertes-COMPLETE,2011-12-17 11:09:58
193008,W_Nabellen offertes-START,2011-12-19 14:01:01
193008,W_Nabellen offertes-COMPLETE,2011-12-19 14:02:33
193008,W_Nabellen offertes-START,2011-12-20 16:46:30
193008,W_Nabellen offertes-COMPLETE,2011-12-20 16:48:55
193008,W_Nabellen offertes-START,2011-12-21 16:29:21
193008,W_Nabellen offertes-COMPLETE,2011-12-21 16:30:06
193008,W_Nabellen offertes-START,2011-12-21 17:54:03
193008,W_Nabellen offertes-COMPLETE,2011-12-21 17:58:50
193008,W_Nabellen offertes-START,2011-12-22 16:49:52
193008,W_Nabellen offertes-COMPLETE,2011-12-22 16:53:37
193008,W_Nabellen offertes-START,2011-12-23 15:23:40
193008,W_Nabellen offertes-COMPLETE,2011-12-23 15:26:56
193008,W_Nabellen offertes-START,2011-12-24 12:02:32
193008,W_Nabellen offertes-COMPLETE,2011-12-24 12:03:45
193008,W_Nabellen offertes-START,2011-12-27 19:22:00
193008,W_Nabellen offertes-COMPLETE,2011-12-27 19:25:04
193008,W_Nabellen offertes-START,2011-12-28 19:14:15
193008,W_Nabellen offertes-COMPLETE,2011-12-28 19:17:29
193008,W_Nabellen offertes-START,2012-01-02 17:25:19
193008,W_Nabellen offertes-COMPLETE,2012-01-02 17:33:13
193008,W_Nabellen offertes-COMPLETE,2012-01-12 08:15:32
197066,W_Afhandelen leads-SCHEDULE,2012-01-02 10:17:57
197066,W_Afhandelen leads-START,2012-01-02 11:27:58
